BezNr;BSN;Schulname;StNr;BauwerkNr;MaßnahmeNr;Leistungsart;Standardleistung;Prio;Menge;Einheit;Mengenfaktor;Preisfaktor;Gesamtkosten;Finanzierung;Ignorieren;Bemerkung SenBJW;Unterpriorisierung durch FM Bau BA MarzHell für Maßnahmenumsetzung
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-011;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;1;Stk;20;1;200.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-012;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;2;Stk;1;1;50.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-017;Sanitärsanierung;Sanitärbereich;3;30,66;m²;1;1;67.452,00 €;;FALSCH;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-C;10K07-01-C-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);3;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-C;10K07-01-C-002;Dach sanieren;Flachdach;3;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-C;10K07-01-C-008;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;3;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-C;10K07-01-C-010;Sanitärsanierung;Sanitärbereich;3;87,75;m²;1;1;193.050,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-HOF;10K07-01-HOF-012;Schulhofsanierung;Schulhof 50% verschlissen;3;11255;m²;1;1;1.688.250,00 €;;FALSCH;Prio geändert;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-SPORT;10K07-01-SPORT-011;Sportplatzsanierung;Sportplatz 50% verschlissen;3;2004;m²;1;1;340.680,00 €;;FALSCH;Prio geändert;
10;10K08;Johann-Julius-Hecker-Schule;10K08-01;10K08-01-D;10K08-01-D-005;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;2;Stk;1;1;50.000,00 €;;FALSCH;;
10;10K08;Johann-Julius-Hecker-Schule;10K08-01;10K08-01-D;10K08-01-D-007;Sanitärsanierung;Sanitärbereich;3;32,04;m²;1;1;70.488,00 €;;FALSCH;;
10;10K09;Konrad-Wachsmann-Schule;10K09-01;10K09-01-A;10K09-01-A-006;Sanitärsanierung;Sanitärbereich;3;116,92;m²;1;1;257.224,00 €;;FALSCH;;
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-C;10K11-01-C-013;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;3;1;Stk;1;1;2.100.000,00 €;;FALSCH;;
10;10S04;Schule am Pappelhof;10S04-01;10S04-01-A;10S04-01-A-002;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;21;Stk;1;1;525.000,00 €;;FALSCH;;
10;10S04;Schule am Pappelhof;10S04-01;10S04-01-A;10S04-01-A-004;Sanitärsanierung;Sanitärbereich;3;683,07;m²;1;1;1.502.754,00 €;;FALSCH;;
10;10S04;Schule am Pappelhof;10S04-01;10S04-01-HOF;10S04-01-HOF-005;Schulhofsanierung;Schulhof 75% verschlissen;3;4324;m²;1;1;648.600,00 €;;FALSCH;;
10;10S07;Schule am Rosenhain;10S07-01;10S07-01-A;10S07-01-A-002;Sanitärsanierung;Sanitärbereich;3;241,8;m²;1;1;531.960,00 €;;FALSCH;;
10;10S07;Schule am Rosenhain;10S07-01;10S07-01-B;10S07-01-B-003;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;3;1;Stk;1;1;2.100.000,00 €;;FALSCH;;
10;10S07;Schule am Rosenhain;10S07-01;10S07-01-HOF;10S07-01-HOF-005;Schulhofsanierung;Schulhof 50% verschlissen;3;17045;m²;1;1;2.556.750,00 €;;FALSCH;;
10;10S07;Schule am Rosenhain;10S07-01;10S07-01-SPORT;10S07-01-SPORT-004;Sportplatzsanierung;Sportplatz 75% verschlissen;3;1808;m²;1;1;307.360,00 €;;FALSCH;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-HOF;10S08-01-HOF-013;Schulhofsanierung;Schulhof 75% verschlissen;3;8334;m²;1;1;1.250.100,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-A;10Y01-01-A-001;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-A;10Y01-01-A-002;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;128;Stk;0,15625;1;200.000,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-A;10Y01-01-A-003;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;5;Stk;1;1;125.000,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-A;10Y01-01-A-009;Sanitärsanierung;Sanitärbereich;3;165,7;m²;1;1;364.540,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-B;10Y01-01-B-004;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-B;10Y01-01-B-005;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;128;Stk;0,15625;1;200.000,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-B;10Y01-01-B-006;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;1;Stk;5;1;125.000,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-B;10Y01-01-B-010;Sanitärsanierung;Sanitärbereich;3;165,7;m²;1;1;364.540,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-HOF;10Y01-01-HOF-013;Schulhofsanierung;Schulhof 90% verschlissen;3;8086;m²;1;1;1.212.900,00 €;;FALSCH;;
10;10Y03;Wilhelm-von-Siemens-Gymnasium;10Y03-01;10Y03-01-HOF;10Y03-01-HOF-005;Schulhofsanierung;Schulhof 75% verschlissen;3;13856;m²;1;1;2.078.400,00 €;;FALSCH;;
10;10Y03;Wilhelm-von-Siemens-Gymnasium;10Y03-01;10Y03-01-SPORT;10Y03-01-SPORT-004;Sportplatzsanierung;Sportplatz 75% verschlissen;3;7101;m²;1;1,058823529;1.278.180,00 €;;FALSCH;;
10;10Y08;Sartre-Gymnasium;10Y08-01;10Y08-01-HOF;10Y08-01-HOF-005;Schulhofsanierung;Schulhof 50% verschlissen;3;11942;m²;1;1;1.791.300,00 €;;FALSCH;;
10;10Y08;Sartre-Gymnasium;10Y08-01;10Y08-01-SPORT;10Y08-01-SPORT-004;Sportplatzsanierung;Sportplatz 75% verschlissen;3;5503;m²;1;1;935.510,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-003;Fassade sanieren;Fassade (einfach);3;2282,51;m²;0,700001314342544;1;239.664,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-009;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-010;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;126;Stk;0,158730158730159;1;200.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-011;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-016;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;2;Stk;0,5;1;200.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-020;Raumsanierung;Oberschulraum;3;4225,74;m²;0,299999526710115;1;855.711,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-A;10Y11-01-A-024;Sanitärsanierung;Sanitärbereich;3;159,8;m²;1;1;351.560,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-004;Fassade sanieren;Fassade (einfach);3;1541,32;m²;1;1;231.198,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-012;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-013;Barrierefreiheit schaffen;Eingangsbereiche umbauen;3;1;Stk;1;1;50.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-014;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;126;Stk;0,158730158730159;1;200.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-015;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-017;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;2;Stk;0,5;1;200.000,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-021;Raumsanierung;Oberschulraum;3;3952,8;m²;0,4;1;1.067.256,00 €;;FALSCH;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-B;10Y11-01-B-025;Sanitärsanierung;Sanitärbereich;3;159,8;m²;1;1;351.560,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-SPORT;10G28-01-SPORT-0001;Sportplatzsanierung;Sportplatz 75% verschlissen;3;791;m²;1;1;134.470,00 €;;FALSCH;;
10;10S04;Schule am Pappelhof;10S04-01;10S04-01-SPORT;10S04-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;3;350;m²;1;1;59.500,00 €;;FALSCH;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-SPORT;10Y01-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;3;209;m²;1;1;35.530,00 €;;FALSCH;;
10;10G11;Grundschule an der Mühle;10G11-01;10G11-01-B;10G11-01-B-012;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;4;1;Stk;1;1;0,00 €;;WAHR;Prio geändert auf 0;
10;10G11;Grundschule an der Mühle;10G11-01;10G11-01-HOF;10G11-01-HOF-014;Schulhofsanierung;Schulhof 50% verschlissen;4;9135;m²;1;1;0,00 €;;WAHR;;
10;10G11;Grundschule an der Mühle;10G11-01;10G11-01-SPORT;10G11-01-SPORT-013;Sportplatzsanierung;Sportplatz 50% verschlissen;4;997;m²;1;1;0,00 €;;WAHR;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-HOF;10G12-01-HOF-010;Schulhofsanierung;Schulhof 50% verschlissen;4;5908;m²;1;1;0,00 €;;WAHR;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-SPORT;10G12-01-SPORT-009;Sportplatzsanierung;Sportplatz 75% verschlissen;4;708;m²;1;1;0,00 €;;WAHR;;
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-HOF;10G17-01-HOF-015;Schulhofsanierung;Schulhof 50% verschlissen;4;7647;m²;1;1;0,00 €;;WAHR;;
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-B;10G19-02-B-003;Fassade sanieren;Fassade (einfach);4;1136,37;m²;1;1;0,00 €;;WAHR;;
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-B;10G19-02-B-022;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;4;1;Stk;1;1;0,00 €;;WAHR;;
10;10G22;Kolibri-Grundschule;10G22-01;10G22-01-A;10G22-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;1870,02;m²;1;1;0,00 €;;WAHR;;
10;10G22;Kolibri-Grundschule;10G22-01;10G22-01-A;10G22-01-A-002;Raumsanierung;Grundschulraum;4;10602,44;m²;0,5;1;0,00 €;;WAHR;;
10;10G22;Kolibri-Grundschule;10G22-01;10G22-01-A;10G22-01-A-003;Sanitärsanierung;Sanitärbereich;4;292,43;m²;1;1;0,00 €;;WAHR;;
10;10G22;Kolibri-Grundschule;10G22-01;10G22-01-B;10G22-01-B-004;Komplettsanierung Sporthalle(n);Sporthalle 2x27mx45m;4;1;Stk;0,5;1;0,00 €;;WAHR;;
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-B;10G25-01-B-014;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;4;1;Stk;0,5;1;0,00 €;;WAHR;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-003;Dach sanieren;Flachdach;4;1223,82;m²;1;1;0,00 €;;WAHR;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-011;Sanitärsanierung;Sanitärbereich;4;121,12;m²;1;1;0,00 €;;WAHR;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-HOF;10G30-01-HOF-017;Schulhofsanierung;Schulhof 90% verschlissen;4;10648;m²;1;1;0,00 €;;WAHR;./. Anbau SH;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-SPORT;10G30-01-SPORT-016;Sportplatzsanierung;Sportplatz 90% verschlissen;4;2965;m²;1;1;0,00 €;;WAHR;SIWA;
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-B;10G31-01-B-011;Raumsanierung;Grundschulraum;4;484,94;m²;1;1;0,00 €;;WAHR;;
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-B;10G31-01-B-013;Sanitärsanierung;Sanitärbereich;4;35,66;m²;1;1;0,00 €;;WAHR;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-A;10G32-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;902,64;m²;1;1;0,00 €;;WAHR;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-A;10G32-01-A-003;Raumsanierung;Grundschulraum;4;6240,94;m²;0,200000320464545;1;0,00 €;;WAHR;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-B;10G32-01-B-006;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;4;1;Stk;1;1;0,00 €;;WAHR;;
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-B;10K01-01-B-005;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;4;1;Stk;0,5;1;0,00 €;;WAHR;;
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-B;10K01-01-B-006;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;4;1;Stk;0,5;1;0,00 €;;WAHR;;
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-HOF;10K04-01-HOF-010;Schulhofsanierung;Schulhof 50% verschlissen;4;10244;m²;1;1;0,00 €;;WAHR;entfernt, siehe Mail vom 12.10.16;
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-SPORT;10K04-01-SPORT-009;Sportplatzsanierung;Sportplatz 50% verschlissen;4;2865;m²;1;1;0,00 €;;WAHR;entfernt, siehe Mail vom 12.10.16;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-E;10K05-01-E-003;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;84,12;m²;0,199952448882549;1;0,00 €;;WAHR;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-A;10K07-01-A-009;Sanitärsanierung;Sanitärbereich;4;129,32;m²;1;1;0,00 €;;WAHR;;
10;10K08;Johann-Julius-Hecker-Schule;10K08-02;10K08-02-B;10K08-02-B-008;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;4;1;Stk;0,3;1;0,00 €;;WAHR;;
10;10K08;Johann-Julius-Hecker-Schule;10K08-02;10K08-02-C;10K08-02-C-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;131,35;m²;1;1;0,00 €;;WAHR;Wirtschaftlichkeitsuntersuchung erforderlich;
10;10K08;Johann-Julius-Hecker-Schule;10K08-02;10K08-02-C;10K08-02-C-006;Sanitärsanierung;Sanitärbereich;4;58,5;m²;1;1;0,00 €;;WAHR;Wirtschaftlichkeitsuntersuchung erforderlich;
10;10K09;Konrad-Wachsmann-Schule;10K09-01;10K09-01-A;10K09-01-A-002;Dach sanieren;Flachdach;4;1089,5;m²;1;1;0,00 €;;WAHR;;
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-B;10K11-01-B-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;615,17;m²;1;1;0,00 €;;WAHR;;
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-B;10K11-01-B-012;Sanitärsanierung;Sanitärbereich;4;103,62;m²;1;1;0,00 €;;WAHR;;
10;10S07;Schule am Rosenhain;10S07-01;10S07-01-A;10S07-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;723,26;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-A;10S08-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;1215,2;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-A;10S08-01-A-003;Fassade sanieren;Fassade (einfach);4;1133,43;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-A;10S08-01-A-005;Dach sanieren;Flachdach;4;1411,2;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-A;10S08-01-A-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);4;6;Stk;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-A;10S08-01-A-009;Raumsanierung;Oberschulraum;4;8035,52;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-A;10S08-01-A-010;Sanitärsanierung;Sanitärbereich;4;168,21;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-B;10S08-01-B-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);4;782,05;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-B;10S08-01-B-004;Fassade sanieren;Fassade (einfach);4;759,31;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-B;10S08-01-B-006;Dach sanieren;Flachdach;4;1123,2;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-B;10S08-01-B-008;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);4;7;Stk;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-B;10S08-01-B-011;Sanitärsanierung;Sanitärbereich;4;155,01;m²;1;1;0,00 €;;WAHR;;
10;10S08;Schule am Mummelsoll;10S08-01;10S08-01-B;10S08-01-B-012;Komplettsanierung Sporthalle(n);Sporthalle 15mx27m;4;1;Stk;1;1;0,00 €;;WAHR;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-A;10Y01-01-A-007;Raumsanierung;Oberschulraum;4;3902,83;m²;0,0256224329524986;1;0,00 €;;WAHR;;
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-B;10Y01-01-B-008;Raumsanierung;Oberschulraum;4;3894,31;m²;0,025678489899366;1;0,00 €;;WAHR;;
10;10Y03;Wilhelm-von-Siemens-Gymnasium;10Y03-01;10Y03-01-A;10Y03-01-A-003;Sanitärsanierung;Sanitärbereich;4;255,76;m²;1;1;0,00 €;;WAHR;;
10;10Y08;Sartre-Gymnasium;10Y08-01;10Y08-01-B;10Y08-01-B-003;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;4;1;Stk;1;1;0,00 €;;WAHR;;
10;10Y08;Sartre-Gymnasium;10Y08-02;10Y08-02-A;10Y08-02-A-002;Sanitärsanierung;Sanitärbereich;4;383,65;m²;1;1;0,00 €;;WAHR;;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-HOF;10Y11-01-HOF-028;Schulhofsanierung;Schulhof 50% verschlissen;4;18125;m²;1;1;0,00 €;;WAHR;in Prio 3 ändern, soweit Restflächen mitgeteilt wurden;
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-SPORT;10Y11-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;4;7619;m²;1;1;1.295.230,00 €;;FALSCH;;
;;;;;;;;;;;;;235.517.271,75 €;;;;
;;;;;;;;;;;;;235.517.271,75 €;;;;
